Crop,Question,Answer,text,clean_text,Cluster
cassava,what are the importance of cassava leaves?,Food and vegetable,what are the importance of cassava leaves? Food and vegetable,importance cassava leaf food vegetable,0
general,what are the importance of crop rotation,It is important in improving yields and cycling nutrients,what are the importance of crop rotation It is important in improving yields and cycling nutrients,importance crop rotation important improving yield cycling nutrient,4
maize,what are the importance of soil moisture in the growth of maize crop.,Allow for successive completion of crop life cycle,what are the importance of soil moisture in the growth of maize crop. Allow for successive completion of crop life cycle,importance soil moisture growth maize crop allow successive completion crop life cycle,4
general,what are the importance's of shifting cultivation,Not many it just allows the soil to rest,what are the importance's of shifting cultivation Not many it just allows the soil to rest,importance shifting cultivation many allows soil rest,2
beans,what are the major diseases in beans,"Anthracnose , angular leaf spot , rust and common bacterial blight","what are the major diseases in beans Anthracnose , angular leaf spot , rust and common bacterial blight",major disease bean anthracnose angular leaf spot rust common bacterial blight,3
cassava,what are the measures of preventing brown streak disease?,Use resistant varieties of cassava and manage the crop well,what are the measures of preventing brown streak disease? Use resistant varieties of cassava and manage the crop well,measure preventing brown streak disease use resistant variety cassava manage crop well,0
maize,what are the method l should use when applying fertilizer in my maize garden,Broadcasting or near the crop,what are the method l should use when applying fertilizer in my maize garden Broadcasting or near the crop,method l use applying fertilizer maize garden broadcasting near crop,4
maize,what are the method of applying fertilizer in the maize garden,Broad casting,what are the method of applying fertilizer in the maize garden Broad casting,method applying fertilizer maize garden broad casting,4
general,what are the method of removing the weeds in my garden,Weeding or using herbicides,what are the method of removing the weeds in my garden Weeding or using herbicides,method removing weed garden weeding using herbicide,4
maize,what are the methods of harvesting Maize Crop?,Hand harvesting mainly,what are the methods of harvesting Maize Crop? Hand harvesting mainly,method harvesting maize crop hand harvesting mainly,4
cassava,what are the methods of land preparation for planting cassava?,Digging and mounding the land or digging holes,what are the methods of land preparation for planting cassava? Digging and mounding the land or digging holes,method land preparation planting cassava digging mounding land digging hole,4
general,what are the objectives of primary tillage?,To easily prepare land,what are the objectives of primary tillage? To easily prepare land,objective primary tillage easily prepare land,4
beans,what are the pest of beans,"Depending on the stage of growth, they include bruchids, stem maggots, several types of flies, thrips, bettles, pod borers, sap sucking insects etc","what are the pest of beans Depending on the stage of growth, they include bruchids, stem maggots, several types of flies, thrips, bettles, pod borers, sap sucking insects etc",pest bean depending stage growth include bruchids stem maggot several type fly thrip bettles pod borer sap sucking insect etc,3
cassava,what are the pests of cassava crop,"Whiteflies, green mites, goats, pigs etc","what are the pests of cassava crop Whiteflies, green mites, goats, pigs etc",pest cassava crop whitefly green mite goat pig etc,4
maize,what are the pests of maize,"Stem borers, fall army worm, termites, etc","what are the pests of maize Stem borers, fall army worm, termites, etc",pest maize stem borer fall army worm termite etc,4
cassava,what are the processes of preparing cassava,Harvest-Peel-Chop and prepare either fresh or dry and make four,what are the processes of preparing cassava Harvest-Peel-Chop and prepare either fresh or dry and make four,process preparing cassava harvestpeelchop prepare either fresh dry make four,4
cassava,what are the purposes of growing cassava,Food and income security,what are the purposes of growing cassava Food and income security,purpose growing cassava food income security,4
general,what are the qualities of a good fertilizer?,It should be able to be easily absorbed by plants,what are the qualities of a good fertilizer? It should be able to be easily absorbed by plants,quality good fertilizer able easily absorbed plant,4
general,what are the qualities of a good store?,Cool and dry,what are the qualities of a good store? Cool and dry,quality good store cool dry,4
